name,year,citation,snippet,is_real,source,url
Association of Democratic Reforms v. Central Vigilance Commission,1996,(1996) 10 SCC 567,"Petition challenging right to be forgotten in the digital age, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
All India Women's Rights Council v. State of Kerala,2007,(2007) 12 SCC 907,"Petition challenging right to internet access under Article 21, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Amrik Singh vs State Of Rajasthan,1993,(1993) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1659221/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
National Farmers Welfare Association v. State of West Bengal,2019,(2019) 10 SCC 920,"Petition challenging right to water as a fundamental right, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
"Prabhu Dayal Deorah Etc. Etc vs The District Magisrate, Kamrup & Ors",1973,(1973) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/708138/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Indian Journalists Association v. Reserve Bank of India,2021,(2021) 3 SCC 595,"Petition challenging right to water as a fundamental right, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Consumer Rights Federation v. Reserve Bank of India,2010,(2010) 11 SCC 688,"Petition challenging mandatory biometric attendance in schools, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Consumer Rights Federation v. Securities and Exchange Board of India,2003,(2003) 2 SCC 590,"Petition challenging overnight bail restrictions for journalists, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
I.R.Coelho (Dead) By Lrs vs State Of Tamil Nadu & Ors,2007,(2007) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1906027/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
"M. P. Sharma And Others vs Satish Chandra, District ...",1954,(1954) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1306519/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Kamarunnissa Etc. Etc vs Union Of India And Ors,1990,(1990) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/212274/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
M Ravindran vs The Intelligence Officer Directorate ...,2020,(2020) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/88760594/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Gulab Mehra vs State Of U.P. & Ors,1987,(1987) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1718832/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
State Of Karnataka vs Bheemappa,1993,(1993) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/395951/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Association of Democratic Reforms v. State of Maharashtra,1996,(1996) 9 SCC 491,"Petition challenging digital surveillance by intelligence agencies, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Tribal Rights Alliance v. Ministry of Finance,2000,(2000) 7 SCC 501,"Petition challenging reservation in private sector employment, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
A. Geetha vs State Of Tamil Nadu & Anr,2006,(2006) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1089240/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Internet Freedom Foundation v. Ministry of Environment,2005,(2005) 10 SCC 966,"Petition challenging arbitrary internet shutdowns in conflict zones, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Prag Ice & Oil Mills & Anr. Etc vs Union Of India,1978,(1978) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/772321/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
State Of Maharashtra & Ors vs Bhaurao Punjabrao Gawande,2008,(2008) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1918784/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Tribal Rights Alliance v. Union of India,1990,(1990) 6 SCC 677,"Petition challenging pension rights for contract government employees, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Urban Residents Welfare Board v. Election Commission of India,2020,(2020) 15 SCC 378,"Petition challenging right to water as a fundamental right, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
"The Superintendent, Central ... vs Ram Manohar Lohia",1960,(1960) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1386353/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
New Okhla Industrial Development ... vs Lt. Col. J. B. Kuchhal (Dead),2019,(2019) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/131105024/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Environment Action Group v. State of Delhi,2004,(2004) 15 SCC 516,"Petition challenging right to water as a fundamental right, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
"Kanu Sanyal vs Dist. Magistrate, Darjeeling & Ors",1974,(1974) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/89544/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
State Of Rajasthan & Ors vs Basant Nahata,2005,(2005) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1422834/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
National Parents Association v. Union of India,2009,(2009) 7 SCC 777,"Petition challenging mandatory COVID-19 vaccination policy, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Manik vs The State Of Maharashtra,2024,(2024) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/199957261/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Indian Civil Liberties Union v. State of Tamil Nadu,2008,(2008) 4 SCC 920,"Petition challenging farm loan waiver scheme constitutionality, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Digital Rights Foundation v. Ministry of Environment,1995,(1995) 2 SCC 366,"Petition challenging mandatory biometric attendance in schools, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
A.K. Roy Ors. vs Union Of India (Uoi) And Ors.,1981,(1981) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/50294192/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Digital Rights Foundation v. Central Vigilance Commission,2011,(2011) 4 SCC 593,"Petition challenging uniform civil code implementation in Goa, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Om Prakash & Anr vs State Of U.P. & Ors,1998,(1998) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/705558/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Gaurav Aseem Avtej vs U.P.State Sugar Corporation Ltd.,2018,(2018) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/100896176/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
"Dilip N. Shroff vs Joint Commissioner Of Income Tax, ...",2007,(2007) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1614118/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Internet Freedom Foundation v. Ministry of Finance,2019,(2019) 5 SCC 374,"Petition challenging sedition charges against students, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
National Parents Association v. Ministry of Finance,1993,(1993) 3 SCC 295,"Petition challenging mandatory Aadhaar linkage for pension disbursement, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Migrant Labour Protection Forum v. Central Bureau of Investigation,2020,(2020) 4 SCC 316,"Petition challenging sedition charges against students, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Tribal Rights Alliance v. Ministry of Home Affairs,2008,(2008) 6 SCC 674,"Petition challenging farm loan waiver scheme constitutionality, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Environment Action Group v. State of Karnataka,1991,(1991) 2 SCC 677,"Petition challenging retrospective environmental clearance for highways, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Tech Freedom Initiative v. State of Maharashtra,2010,(2010) 3 SCC 199,"Petition challenging digital surveillance by intelligence agencies, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Mrinal Roy vs State Of West Bengal And Ors.,1973,(1973) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1122569/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Tech Freedom Initiative v. State of Uttar Pradesh,1995,(1995) 1 SCC 93,"Petition challenging uniform civil code implementation in Goa, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Waman Rao & Ors. Etc. Etc vs Union Of India And Ors,1980,(1980) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/799151/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Maneka Gandhi vs Union Of India,1978,(1978) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1766147/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Urban Residents Welfare Board v. Union of India,2019,(2019) 6 SCC 801,"Petition challenging mandatory Aadhaar linkage for pension disbursement, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Tech Freedom Initiative v. Ministry of Environment,1996,(1996) 3 SCC 431,"Petition challenging right to protest in public spaces, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Small Traders Federation of India v. State of Kerala,1999,(1999) 5 SCC 170,"Petition challenging right to protest in public spaces, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Raja Mohammad Amir Ahmad Khan vs Municipal Board Of Sitapur And Anr.,1964,(1964) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1963083/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
"Mohinder Singh Gill & Anr vs The Chiief Election Commissioner, New ...",1977,(1977) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1831036/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Dropti Devi & Anr vs Union Of India & Ors,2012,(2012) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/90984140/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Nidhi Kaim vs State Of M P And Ors Etc,2016,(2016) Supreme Court of India,Supreme Court judgment. Query category: service law government employment.,True,indiankanoon.org,https://indiankanoon.org/docfragment/152246364/?formInput=service%20law%20government%20employment%20%20doctypes%3A%20supremecourt
M.T.W. Tenzing Namgyal & Ors vs Motilal Lakhotia & Ors,2003,(2003) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1429444/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Rural Development Society v. Ministry of Finance,2010,(2010) 15 SCC 784,"Petition challenging pension rights for contract government employees, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Digital Rights Foundation v. National Investigation Agency,2000,(2000) 16 SCC 806,"Petition challenging anti-defection law interpretation, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
"Additional District Magistrate, ... vs Shivakant Shukla",1976,(1976) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/165099707/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
All India Women's Rights Council v. Ministry of Home Affairs,2000,(2000) 15 SCC 899,"Petition challenging mandatory biometric attendance in schools, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
State Of Maharashtra vs Jagmohan Singh Kuldip Singh Anand & Ors,2004,(2004) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/76413/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
People's Union for Democracy v. Securities and Exchange Board of India,1994,(1994) 4 SCC 283,"Petition challenging reservation in private sector employment, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
"Sukhdev Singh, Oil & Natural Gas ... vs Bhagat Ram, Association Of Clause Ii. ...",1975,(1975) Supreme Court of India,Supreme Court judgment. Query category: service law government employment.,True,indiankanoon.org,https://indiankanoon.org/docfragment/426032/?formInput=service%20law%20government%20employment%20%20doctypes%3A%20supremecourt
Indian Journalists Association v. Reserve Bank of India,1990,(1990) 11 SCC 809,"Petition challenging mandatory COVID-19 vaccination policy, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Consumer Rights Federation v. Union of India,2013,(2013) 12 SCC 271,"Petition challenging digital surveillance by intelligence agencies, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Rural Development Society v. Ministry of Home Affairs,2012,(2012) 4 SCC 995,"Petition challenging right to water as a fundamental right, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Digital Rights Foundation v. State of Kerala,2000,(2000) 2 SCC 508,"Petition challenging retrospective environmental clearance for highways, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Indian Journalists Association v. State of Tamil Nadu,2006,(2006) 8 SCC 180,"Petition challenging uniform civil code implementation in Goa, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Digital Rights Foundation v. National Highway Authority,2013,(2013) 11 SCC 906,"Petition challenging pension rights for contract government employees, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Dattu Ramrao Sakhare And Ors vs State Of Maharashtra,1997,(1997) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/153654/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Small Traders Federation of India v. National Investigation Agency,2005,(2005) 14 SCC 499,"Petition challenging mandatory Aadhaar linkage for pension disbursement, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Ravinder Kaur Grewal vs Manjit Kaur,2019,(2019) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/199096823/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
National Farmers Welfare Association v. State of Karnataka,2022,(2022) 12 SCC 443,"Petition challenging right to internet access under Article 21, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Association of Democratic Reforms v. State of Tamil Nadu,2022,(2022) 1 SCC 249,"Petition challenging cryptocurrency regulation by RBI, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
"A. Manjula Bhashini & Ors vs M.D.,A.P.Women'S ...",2009,(2009) Supreme Court of India,Supreme Court judgment. Query category: service law government employment.,True,indiankanoon.org,https://indiankanoon.org/docfragment/14090807/?formInput=service%20law%20government%20employment%20%20doctypes%3A%20supremecourt
Small Traders Federation of India v. Reserve Bank of India,2003,(2003) 15 SCC 935,"Petition challenging right to protest in public spaces, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
"Srikant vs District Magistrate, Bijapur & Ors",2006,(2006) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1155090/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Indian Journalists Association v. State of Kerala,2007,(2007) 2 SCC 241,"Petition challenging anti-defection law interpretation, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
P. Ramachandra Rao vs State Of Karnataka,2002,(2002) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/83470448/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
National Parents Association v. State of Maharashtra,2006,(2006) 1 SCC 409,"Petition challenging sedition charges against students, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
"Chairman, Indore Vikas Pradhikaran vs M/S Pure Industrial Cock & Chem. Ltd. & ...",2007,(2007) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/791131/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Arnab Manoranjan Goswami vs The State Of Maharashtra,2020,(2020) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/84792457/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
T.M.A.Pai Foundation & Ors vs State Of Karnataka & Ors,2002,(2002) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/512761/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
National Human Rights Commission (Petitioner) v. National Investigation Agency,2019,(2019) 8 SCC 256,"Petition challenging right to be forgotten in the digital age, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Rural Development Society v. Securities and Exchange Board of India,2018,(2018) 1 SCC 17,"Petition challenging reservation in private sector employment, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
"Additional District Magistrate, ... vs S. S. Shukla Etc. Etc",1976,(1976) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1735815/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Indian Journalists Association v. Ministry of Environment,2008,(2008) 1 SCC 199,"Petition challenging sedition charges against students, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Darpan Kumar Sharma @ Dharban Kumar ... vs State Of Tamil Nadu And Ors,2003,(2003) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1753534/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
National Human Rights Commission (Petitioner) v. Central Vigilance Commission,1992,(1992) 4 SCC 541,"Petition challenging retrospective environmental clearance for highways, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
The State Of Bihar & Others vs Sm. Charusila Dasi,1959,(1959) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/634206/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Santosh Kumar Satishbhushan Bariyar vs State Of Maharashtra,2009,(2009) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1312651/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Abdul Rehman Antulay & Ors vs R.S. Nayak & Anr,1991,(1991) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1200243/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
State Of Maharashtra vs Champalal Punjaji Shah,1981,(1981) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1832808/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
National Human Rights Commission (Petitioner) v. Ministry of Home Affairs,2021,(2021) 1 SCC 191,"Petition challenging right to internet access under Article 21, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
People's Union for Democracy v. Food Corporation of India,1997,(1997) 15 SCC 507,"Petition challenging retrospective environmental clearance for highways, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Environment Action Group v. Union of India,2001,(2001) 14 SCC 205,"Petition challenging overnight bail restrictions for journalists, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Md. Sajjad @ Raju @ Salim vs State Of West Bengal,2017,(2017) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/93977515/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Thalappalam Ser.Coop.Bank Ltd.& Ors vs State Of Kerala & Ors,2013,(2013) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/37517217/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Internet Freedom Foundation v. Reserve Bank of India,2008,(2008) 7 SCC 30,"Petition challenging retrospective environmental clearance for highways, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
State Of Gujarat vs Mirzapur Moti Kureshi Kassab Jamat & Ors,2005,(2005) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/101278772/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Jalandhar Improvement Trust vs Vinod Kumar & Ors,2011,(2011) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/180285/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Krishnamoorthy vs Sivakumar & Ors,2015,(2015) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/169274383/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
"K. Anandan Nambiar And Another vs Chief Secretary, Government Of Madras ...",1965,(1965) Supreme Court of India,Supreme Court judgment. Query category: constitutional validity fundamental rights.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1740805/?formInput=constitutional%20validity%20fundamental%20rights%20%20doctypes%3A%20supremecourt
Lakshmesh M vs P. Rajalakshmi (Dead By Lrs.) And Ors. ...,2024,(2024) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/139400880/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
National Farmers Welfare Association v. Securities and Exchange Board of India,2012,(2012) 16 SCC 362,"Petition challenging mandatory biometric attendance in schools, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Consumer Rights Federation v. Ministry of Home Affairs,2011,(2011) 13 SCC 708,"Petition challenging right to protest in public spaces, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Tribal Rights Alliance v. Department of Telecommunications,2002,(2002) 15 SCC 781,"Petition challenging right to protest in public spaces, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
The State Of Bihar vs Maharajadhiraja Sir Kameshwar Singhof ...,1952,(1952) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/41868/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Environment Action Group v. State of West Bengal,2003,(2003) 13 SCC 988,"Petition challenging cryptocurrency regulation by RBI, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
"Nallapati Sivaiah vs Sub-Divisional Officer, Guntur, A.P",2007,(2007) Supreme Court of India,Supreme Court judgment. Query category: criminal appeal conviction sentence.,True,indiankanoon.org,https://indiankanoon.org/docfragment/433422/?formInput=criminal%20appeal%20conviction%20sentence%20%20doctypes%3A%20supremecourt
Consumer Rights Federation v. State of Kerala,1991,(1991) 2 SCC 116,"Petition challenging hate speech regulation on social media, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
State Of Punjab vs Hari Singh And Ors,2009,(2009) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1434559/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Kartar Singh vs State Of Punjab,1994,(1994) Supreme Court of India,Supreme Court judgment. Query category: article 21 right to life liberty.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1813801/?formInput=article%2021%20right%20to%20life%20liberty%20%20doctypes%3A%20supremecourt
Internet Freedom Foundation v. State of Kerala,1992,(1992) 16 SCC 85,"Petition challenging hate speech regulation on social media, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
Ram Gobinda Dawan & Ors vs Smt.Bhaktabala,1971,(1971) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/418852/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
Union Of India & Ors vs Dhanwanti Devi & Ors,1996,(1996) Supreme Court of India,Supreme Court judgment. Query category: property dispute land acquisition.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1145726/?formInput=property%20dispute%20land%20acquisition%20%20doctypes%3A%20supremecourt
"Shrimati Vidya Verma, Through Next ... vs Dr. Shiv Narain Verma",1955,(1955) Supreme Court of India,Supreme Court judgment. Query category: writ petition habeas corpus.,True,indiankanoon.org,https://indiankanoon.org/docfragment/829084/?formInput=writ%20petition%20habeas%20corpus%20%20doctypes%3A%20supremecourt
Tribal Rights Alliance v. Central Vigilance Commission,2011,(2011) 6 SCC 207,"Petition challenging overnight bail restrictions for journalists, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
ManagerGovt. Branch Press &. Anr vs D. B. Belliawpa,1978,(1978) Supreme Court of India,Supreme Court judgment. Query category: service law government employment.,True,indiankanoon.org,https://indiankanoon.org/docfragment/1776682/?formInput=service%20law%20government%20employment%20%20doctypes%3A%20supremecourt
Digital Rights Foundation v. Central Bureau of Investigation,2015,(2015) 4 SCC 925,"Petition challenging digital surveillance by intelligence agencies, filed under Article 32 of the Constitution.",False,synthetic-researcher-generated,N/A
